ID,monthCode,month,year,quantitySales,product_ID
50c9d3ec-b9dd-4433-8048-c285b6dee9fb,09,September,2023,486,54244d10-5450-4fa3-b157-20f57943c812
84c5a485-4e48-4955-919a-3fa7749dffc7,01,January,2023,443,54244d10-5450-4fa3-b157-20f57943c812
8d29804f-2a64-4457-9130-6d8289ac1db7,07,July,2022,271,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
1ec6e49e-04ac-4819-bd0d-ad0b38b53401,02,February,2023,288,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
53b31d4f-4758-4ec3-a705-56cda560e756,07,July,2024,165,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
29490d93-489a-4d82-828f-77bb4bba2e85,12,December,2022,340,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
6b44e381-8705-4fb3-8385-c62263301794,12,December,2022,259,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
b5960515-9afd-4f4c-8ae7-7e9fa9d8c7ba,09,September,2023,166,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
e8da40f3-75ac-4b4f-8168-f85079cd7663,05,May,2024,412,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
5915f439-772d-4c86-99be-47ad58bd73db,09,September,2024,344,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
9af7a74d-b381-4906-8268-fbb026e8eff9,05,May,2023,278,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
bf3df7db-3502-4039-baa2-a76ccccd9123,02,February,2023,151,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
497ffb0d-7bb3-4400-a63f-563fe49064d2,08,August,2024,186,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
3f3112eb-a1e1-4cca-98e7-d44a311862dc,10,October,2022,132,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
203d9f10-7da4-431b-b320-002b82b6616d,03,March,2022,420,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
232f6a5d-8e58-43e5-91b9-2d56c0cbbdd7,07,July,2022,285,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
eb18f246-5ebb-4e29-9f59-b8308d3bc9f9,07,July,2024,415,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
52c87f01-1bf3-4565-aed2-ae2cbfaa1829,04,April,2022,419,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
d4a962e9-d9d5-499e-9ec9-35330d68056b,03,March,2024,339,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
076f5e7e-d89d-478f-839c-27522cdce32b,05,May,2023,158,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
75c0f664-fc4b-47c7-9268-d214ddbec71a,08,August,2023,58,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
70080dc9-ea82-43fc-b921-c9b3940c52b2,10,October,2024,52,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
d326393a-0404-4ac7-9952-3215405eb049,10,October,2023,1,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
49640ee5-3e24-466e-93c3-31084be05a74,09,September,2022,52,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
489ebcbb-c7a0-416c-b785-2d8a37be6e7a,04,April,2024,164,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
7ffc07f1-d62f-4957-b322-e30d8b47b54b,09,September,2022,202,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
02bfbd42-3a37-4066-b5a3-8da39daa1948,12,December,2024,71,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
818e5439-5716-48a0-b958-2301a90edf33,04,April,2022,386,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
387a49f1-1309-4852-81c3-9e7e0d5bc262,08,August,2022,272,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
738f2a87-791f-4217-8711-322c8f6d3f5c,04,April,2022,72,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
49e81f91-376a-49ab-92d6-1f7496aca2fc,11,November,2022,32,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
c89f53ac-31bb-4558-b5ce-d4976ec2f108,03,March,2023,55,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
ad6fe623-cb15-41eb-a1af-0b9503c6a26e,07,July,2024,429,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
009221da-57d5-4c61-a3e3-4885908db589,01,January,2024,145,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
f2288a1a-13cf-432b-89c5-960ebcffd8ea,06,June,2024,172,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
2d8da461-ec67-44f3-b58a-01be129f1ab3,12,December,2023,271,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
2f4ef4d9-62b9-4180-92fe-e718fd1fc97d,08,August,2022,243,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
e6091064-0482-41aa-9a67-ea8554855306,01,January,2023,375,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
3ecdda02-5eb2-4162-aea3-f3008ac95033,12,December,2022,500,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
9c909860-7437-4eb7-a2a7-8a640ec53b36,08,August,2022,293,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
274ea287-1b5a-42db-9732-c51bb396d46a,02,February,2023,73,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
e6175d3d-3a06-4440-a526-55e695445a6d,07,July,2024,308,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
c0336a10-fe5f-4f6f-8c8f-7d10ab4fe387,01,January,2022,158,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
55b77a75-18c5-4134-9b64-9e7f153285f1,11,November,2023,16,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
59cae224-10d3-4e2e-a1a0-57bdcf80bee4,10,October,2023,377,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
f13811e7-fbcf-40f3-a93f-2beaff6e6518,10,October,2022,484,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
44044263-bf69-474f-a926-ac8bb2fa7111,04,April,2023,306,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
77917713-5596-4e07-ad38-1086b2119d03,04,April,2024,382,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
0b3470c0-a3ba-40d3-bfee-2514177df3af,08,August,2022,399,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
dced2cf8-4886-48af-bc52-c3a412b8c71c,07,July,2023,383,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
70aeea61-c889-4497-8b48-f4180280747a,04,April,2022,24,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
5810a2a3-5c8d-458a-8871-9403af25a36a,03,March,2022,242,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
64785ca0-bea9-4413-8d93-bbda06be9160,06,June,2022,321,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
011d5108-ac39-444a-93a4-f286a256fcac,06,June,2022,191,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
1f36c350-bcd6-40b4-83c3-e98347955863,09,September,2022,263,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
39ec659d-856d-45ca-a452-69150d30c6d9,03,March,2022,404,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
6b7bd2c9-ecdb-43c9-a255-49c108f5050d,08,August,2023,437,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
99e909d0-8148-458c-966f-75fc57729c2d,08,August,2023,71,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
739a460c-41b0-48d4-ba8f-1d55fb1ff041,07,July,2023,403,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
5a6d79ec-d0ee-4c59-84fb-ed3e7dab4a89,06,June,2024,434,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
c88cbf2a-d421-4e5e-8722-b66f5dd859f7,06,June,2024,359,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
19f8fbf0-1058-4b21-b58a-7e98a58d3884,10,October,2024,397,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
f189df5d-a7ff-4fcc-be21-0141e8888465,08,August,2022,471,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
771faf20-e859-4f72-bf68-574b4d563b10,07,July,2024,38,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
0d80b5ed-7f94-4719-9f6c-013da77ec8c4,11,November,2023,463,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
1aec4bec-0446-483d-bcec-029658fb016a,05,May,2022,390,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
9de1f22d-1a05-4d1d-a02f-2c3095be33b6,06,June,2023,399,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
47a80e5f-8f37-4b8b-ab58-7d1d308d3acf,05,May,2022,214,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
de2764e5-7732-4fa3-85a6-3e2ad893f742,11,November,2023,215,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
7a8c853f-0dd1-4a38-82a0-ac48fc7d10b3,02,February,2023,426,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
2acab59a-4055-486c-8514-f77aa8b3d7fb,04,April,2022,118,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
b13423c7-bf8d-4185-bb58-b77a2ee689bd,07,July,2023,79,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
9ad4a3cb-1549-4d9b-b751-a3f65860b25b,03,March,2024,250,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
8601f601-c867-4cf9-907b-4d364f06ea05,10,October,2024,433,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
b85d221f-c5f9-4e4d-8c53-e8ea00e15e10,09,September,2024,329,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
ef0e651a-56e0-496b-9f73-08d3420c52b8,08,August,2022,74,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
cb884219-c1cc-423d-9f19-7aa46e114a93,06,June,2022,164,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
f68d1fc1-3e52-4da2-822d-3c575dd5cd62,08,August,2023,234,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
cf4fb9bd-e89e-4b32-a226-9bd631e2cbd3,03,March,2024,256,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
202c5ef2-8cca-4fd1-beee-02d211f9ad2b,12,December,2022,16,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
5ec5a1f5-78f5-410c-a823-e74e90a1393a,09,September,2023,472,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
fcd666f5-60f6-48b0-a6a7-b3d8281654ca,05,May,2024,98,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
ab5be72d-22fb-4cdf-9293-a239daa52014,07,July,2022,158,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
609aa224-eb50-47a9-ad53-852d17be3739,11,November,2022,266,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
11d2a20a-0866-4fb7-a859-299ca296984e,09,September,2022,202,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
45914ded-bfe2-479b-b16e-3eb48e35d360,08,August,2022,463,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
ef5b10b0-5376-4341-a9a3-ae980e467bad,09,September,2022,290,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
7ec8afdb-1c8f-4c11-bc5d-0575619517dc,02,February,2023,75,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
74507ffe-12f3-464f-be3c-40fb642987d7,04,April,2022,416,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
50915f90-a71b-491e-9ffa-faff232368bd,08,August,2024,168,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
7e0dd3cc-9c34-4c1d-af2f-3d0ed5b7a751,11,November,2023,214,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
652c260a-d066-4fe1-8bbf-ba19f15b6e20,02,February,2024,126,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
aac48759-878a-4409-9219-920b00cbf592,03,March,2022,138,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
cd22d221-a2fa-4d3b-bd13-7c55d8a90cc6,10,October,2023,299,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
55456ff1-18ce-41d0-9b41-a3acead6ce35,01,January,2024,168,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
c77ec110-456e-48a6-985d-86e2b3fe79af,03,March,2024,76,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
bf324106-60a7-4d0e-9a40-30ce717ab6e4,02,February,2022,246,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
48f90c9c-29b2-4e98-996f-38017c8f0806,05,May,2023,185,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
6903f985-53b8-4242-8fa7-2e8d61448f8a,06,June,2023,356,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
d609dd63-0207-4ca7-bef5-eb90587e82c4,12,December,2024,65,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
667b37e8-b3f8-4ed3-9c46-a2d85f6885ba,08,August,2022,20,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
3a22c344-05df-486b-aa69-a9d159800f98,10,October,2023,456,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
5962fb26-2fb6-4713-88c0-5e1d754d1ddf,11,November,2024,179,c51c97f1-c98f-4f05-987f-8da22ed885bc
bae435fd-be87-4f47-a499-66ae60ef86c5,02,February,2024,60,c51c97f1-c98f-4f05-987f-8da22ed885bc
48ba228c-51e2-4a56-bdd2-d574dce745d4,02,February,2022,195,c51c97f1-c98f-4f05-987f-8da22ed885bc
532aae46-0385-4489-90f8-1e005c988f6d,11,November,2022,331,c51c97f1-c98f-4f05-987f-8da22ed885bc
ce4264b0-d7bf-449d-b4f4-c8a34d046d9c,02,February,2022,500,c51c97f1-c98f-4f05-987f-8da22ed885bc
7ae23a51-bf11-478f-97e4-181cd697954f,07,July,2024,221,c51c97f1-c98f-4f05-987f-8da22ed885bc
267c83b0-e118-4774-ac7d-860f2c21c21a,06,June,2022,211,c51c97f1-c98f-4f05-987f-8da22ed885bc
7d82f789-884f-43cf-a34d-42adcd985362,04,April,2023,128,c51c97f1-c98f-4f05-987f-8da22ed885bc
d4c0ffe7-d9e1-4986-8553-69c28fc5fafe,04,April,2022,147,c51c97f1-c98f-4f05-987f-8da22ed885bc
769b0a6f-3bd1-4b9d-a8d6-fc5580e63e7c,09,September,2023,212,c51c97f1-c98f-4f05-987f-8da22ed885bc
2026fdee-9b4f-4fde-8446-9ef5af78d70b,08,August,2024,438,c51c97f1-c98f-4f05-987f-8da22ed885bc
d27e1b09-e866-442d-8159-02e8eb298cf2,09,September,2023,105,c51c97f1-c98f-4f05-987f-8da22ed885bc
846ed15d-d6fa-4331-8c99-912809281d96,03,March,2024,407,c51c97f1-c98f-4f05-987f-8da22ed885bc
f633ec6e-1275-4b37-8be1-2596eed0a4b6,06,June,2024,474,c51c97f1-c98f-4f05-987f-8da22ed885bc
99f7ec7e-3f95-4dc0-a11f-ff8b8f78bc5b,12,December,2023,153,c51c97f1-c98f-4f05-987f-8da22ed885bc
6af4d255-44c0-44b1-bef2-d871d97ea5e0,09,September,2022,319,c51c97f1-c98f-4f05-987f-8da22ed885bc
7456e922-3306-4122-89e4-eca473d31a60,10,October,2022,177,c51c97f1-c98f-4f05-987f-8da22ed885bc
09c22c1c-b405-46a3-bedb-3e069a686d09,11,November,2022,237,c51c97f1-c98f-4f05-987f-8da22ed885bc
511de1d8-157c-4bed-b5e2-436b12d9e848,06,June,2023,397,c51c97f1-c98f-4f05-987f-8da22ed885bc
a8acc245-9731-47b8-a425-9d41ddac280d,10,October,2023,479,c51c97f1-c98f-4f05-987f-8da22ed885bc
0af0638d-b173-4b39-835d-9b5b62d4c911,02,February,2024,13,c51c97f1-c98f-4f05-987f-8da22ed885bc
58b4fc39-b845-4981-9e51-2ebdd6732948,08,August,2024,67,c51c97f1-c98f-4f05-987f-8da22ed885bc
fe5733a7-27a8-4d11-8c5d-80e830f83d92,03,March,2024,497,c51c97f1-c98f-4f05-987f-8da22ed885bc
9c8c9c71-defa-461b-bf2b-a2d1093316a3,06,June,2022,382,c51c97f1-c98f-4f05-987f-8da22ed885bc
